ID;River;Station;ix1;iy1;ix2;iy2;minRMSE(open-loop);minBias(open-loop);minNSE(open-loop);minKGE(open-loop);minCC(open-loop);minBR(open-loop);minRV(open-loop);minKGED(open-loop);meanRMSE(open-loop);meanBias(open-loop);meanNSE(open-loop);meanKGE(open-loop);meanCC(open-loop);meanBR(open-loop);meanRV(open-loop);meanKGED(open-loop);maxRMSE(open-loop);maxBias(open-loop);maxNSE(open-loop);maxKGE(open-loop);maxCC(open-loop);maxBR(open-loop);maxRV(open-loop);maxKGED(open-loop);VS_count
4115340;BLACKFOOT;NEAR BONNER, MT;163;82;-9999;-9999;0.9414034606699645;0.5845425692471053;-3973115.6418885696;-0.5580545308621037;-0.32747669654119793;0.993441145224413;0.005000308616715438;-0.5580536670619045;2.437173517063282;2.2293645194203955;-1777244.3648762538;-0.35134058396925716;0.01597938283843167;0.9976544211092016;0.14216290284896155;-0.3513355938596036;5.508266192325472;5.440996337890624;-540390.4010522697;-0.04453267513801551;0.6799683309913842;1.0012089720940422;0.43539972438349983;-0.04451208267545281;6
4115345;CLARK FORK;ST. REGIS, MT;150;78;-9999;-9999;0.9414034606699645;0.5845425692471053;-3973115.6418885696;-0.5580545308621037;-0.32747669654119793;0.993441145224413;0.005000308616715438;-0.5580536670619045;2.437173517063282;2.2293645194203955;-1777244.3648762538;-0.35134058396925716;0.01597938283843167;0.9976544211092016;0.14216290284896155;-0.3513355938596036;5.508266192325472;5.440996337890624;-540390.4010522697;-0.04453267513801551;0.6799683309913842;1.0012089720940422;0.43539972438349983;-0.04451208267545281;6
4115346;CLARK FORK;WHITEHORSE RAPIDS NEAR CABINET, ID;140;70;-9999;-9999;0.9414034606699645;0.5699991169376517;-3973115.6418885696;-0.5580545308621037;-0.32747669654119793;0.993441145224413;0.005000308616715438;-0.5580536670619045;2.278824427828485;2.036672492572495;-1495314.2833298466;-0.33447348310243574;0.06329549760900877;0.9975623237619992;0.09623398314112812;-0.33446924389767657;5.508266192325472;5.440996337890624;-397449.37909371365;-0.04453267513801551;0.6799683309913842;1.0012089720940422;0.43539972438349983;-0.04451208267545281;10
4115347;CLARK FORK;NEAR PLAINS, MT;153;77;-9999;-9999;0.9414034606699645;0.5699991169376517;-3973115.6418885696;-0.5580545308621037;-0.32747669654119793;0.993441145224413;0.005000308616715438;-0.5580536670619045;2.278824427828485;2.036672492572495;-1495314.2833298466;-0.33447348310243574;0.06329549760900877;0.9975623237619992;0.09623398314112812;-0.33446924389767657;5.508266192325472;5.440996337890624;-397449.37909371365;-0.04453267513801551;0.6799683309913842;1.0012089720940422;0.43539972438349983;-0.04451208267545281;10
4115348;CLARK FORK;BELOW MISSOULA, MT;159;82;-9999;-9999;1.1462175631206761;0.5845425692471053;-1140136.2078163158;-0.5580545308621037;-0.25615286722891767;0.993441145224413;0.005000308616715438;-0.5580536670619045;3.0858575348972863;2.8130578657207934;-819714.955637732;-0.3421911031784154;0.13214995666126522;0.9966562147393129;0.023937088752268992;-0.3421840741314823;5.508266192325472;5.440996337890624;-540390.4010522697;-0.04453267513801551;0.6799683309913842;0.9992776964035571;0.07825643284174927;-0.04451208267545281;4
4115349;CLARK FORK;ABOVE MISSOULA, MT;161;82;-9999;-9999;1.1462175631206761;0.5845425692471053;-1140136.2078163158;-0.5379773184842476;-0.17274464997517275;0.993441145224413;0.005000308616715438;-0.5379708709524449;3.58909152133675;3.350048613577087;-912823.1404995528;-0.2702366272838526;0.2615842312913262;0.9960884991721787;0.005830640722442233;-0.27022754315467484;5.508266192325472;5.440996337890624;-671208.369596836;-0.04453267513801551;0.6799683309913842;0.9992776964035571;0.006767843622803981;-0.04451208267545281;3
4115350;COEUR D'ALENE;NEAR CATALDO, ID;138;75;-9999;-9999;1.1660940125432608;0.020772611177733324;-2441006.4436840946;-0.6037326835638424;-0.3254948856829281;0.9940828436603666;0.003885330180696603;-0.6037217675119757;2.4879065250210313;1.898876775751262;-655279.6605407856;-0.4406766017792009;-0.12993480500672971;0.9993748067461072;0.1304323984903599;-0.4406718909621825;3.9296589032004396;3.8235777064733156;-24168.048046899738;-0.2553974829588863;0.21764766164125304;1.0055126020084098;0.4196066382098394;-0.2553974821694809;6
4115351;COEUR D'ALENE;ENAVILLE, ID (NORTH FORK);138;74;-9999;-9999;1.1660940125432608;0.020772611177733324;-2441006.4436840946;-0.6037326835638424;-0.3254948856829281;0.9940828436603666;0.003885330180696603;-0.6037217675119757;2.4879065250210313;1.898876775751262;-655279.6605407856;-0.4406766017792009;-0.12993480500672971;0.9993748067461072;0.1304323984903599;-0.4406718909621825;3.9296589032004396;3.8235777064733156;-24168.048046899738;-0.2553974829588863;0.21764766164125304;1.0055126020084098;0.4196066382098394;-0.2553974821694809;6
4115400;SPOKANE;LONG LAKE, WA;122;72;-9999;-9999;1.0351663706463086;0.020772611177733324;-2441006.4436840946;-0.6037326835638424;-0.3254948856829281;0.9940828436603666;0.003885330180696603;-0.6037217675119757;2.280372217253214;1.7012828033908332;-657463.6727058409;-0.4118502043799945;-0.12662259351881694;0.9993502393036887;0.17512220838635353;-0.41184612989852437;3.9296589032004396;3.8235777064733156;-24168.048046899738;-0.23889181998475606;0.21764766164125304;1.0055126020084098;0.4432610677623154;-0.23889156351657537;7
4115401;SPOKANE;SPOKANE, WA;127;74;-9999;-9999;1.0351663706463086;0.020772611177733324;-2441006.4436840946;-0.6037326835638424;-0.3254948856829281;0.9940828436603666;0.003885330180696603;-0.6037217675119757;2.280372217253214;1.7012828033908332;-657463.6727058409;-0.4118502043799945;-0.12662259351881694;0.9993502393036887;0.17512220838635353;-0.41184612989852437;3.9296589032004396;3.8235777064733156;-24168.048046899738;-0.23889181998475606;0.21764766164125304;1.0055126020084098;0.4432610677623154;-0.23889156351657537;7
4115402;SPOKANE;GREENACRES, WA;130;74;-9999;-9999;1.0351663706463086;0.020772611177733324;-2441006.4436840946;-0.6037326835638424;-0.3254948856829281;0.9940828436603666;0.003885330180696603;-0.6037217675119757;2.280372217253214;1.7012828033908332;-657463.6727058409;-0.4118502043799945;-0.12662259351881694;0.9993502393036887;0.17512220838635353;-0.41184612989852437;3.9296589032004396;3.8235777064733156;-24168.048046899738;-0.23889181998475606;0.21764766164125304;1.0055126020084098;0.4432610677623154;-0.23889156351657537;7
4115403;SPOKANE;NEAR POST FALLS, ID;131;73;-9999;-9999;1.0351663706463086;0.020772611177733324;-2441006.4436840946;-0.6037326835638424;-0.3254948856829281;0.9940828436603666;0.003885330180696603;-0.6037217675119757;2.280372217253214;1.7012828033908332;-657463.6727058409;-0.4118502043799945;-0.12662259351881694;0.9993502393036887;0.17512220838635353;-0.41184612989852437;3.9296589032004396;3.8235777064733156;-24168.048046899738;-0.23889181998475606;0.21764766164125304;1.0055126020084098;0.4432610677623154;-0.23889156351657537;7
4115410;SAINT JOE CREEK;CALDER, ID;139;78;-9999;-9999;1.0351663706463086;0.020772611177733324;-670567.7456961726;-0.6037326835638424;-0.3254948856829281;0.9940828436603666;0.003885330180696603;-0.6037217675119757;2.353551970399453;1.6892274034212846;-360206.5442094653;-0.41105406972033265;-0.09901427931154438;0.9996977207943353;0.13437480341577257;-0.41104975607185007;3.9296589032004396;3.8235777064733156;-24168.048046899738;-0.23889181998475606;0.21764766164125304;1.0055126020084098;0.4432610677623154;-0.23889156351657537;6
4115450;BITTERROOT;NEAR MISSOULA, MT;160;83;-9999;-9999;1.1462175631206761;0.5845425692471053;-1140136.2078163158;-0.5580545308621037;-0.25615286722891767;0.993441145224413;0.005000308616715438;-0.5580536670619045;3.0858575348972863;2.8130578657207934;-819714.955637732;-0.3421911031784154;0.13214995666126522;0.9966562147393129;0.023937088752268992;-0.3421840741314823;5.508266192325472;5.440996337890624;-540390.4010522697;-0.04453267513801551;0.6799683309913842;0.9992776964035571;0.07825643284174927;-0.04451208267545281;4
4115600;COLUMBIA;INTERNATIONAL BOUNDARY (USA);123;61;-9999;-9999;0.9414034606699645;0.5302039190735854;-3973115.6418885696;-0.6310933932286467;-0.32747669654119793;0.9547557696579918;4.1365564055740446e-14;-0.6310848267887215;2.975272095070756;2.77889117347209;-779079.3995517209;-0.32484515140960785;0.05571341917660676;0.9915639078763029;0.10359489631116381;-0.3247725833782166;5.932866734767203;5.753848219651331;-6519.008328763916;0.13093843399996064;0.7978816474654827;1.006394047654817;0.47639194042905075;0.13144541979091584;31
4115700;PEND OREILLE;NEWPORT, WA;130;68;-9999;-9999;0.9414034606699645;0.5699991169376517;-3973115.6418885696;-0.5580545308621037;-0.32747669654119793;0.993441145224413;0.005000308616715438;-0.5580536670619045;2.278824427828485;2.036672492572495;-1495314.2833298466;-0.33447348310243574;0.06329549760900877;0.9975623237619992;0.09623398314112812;-0.33446924389767657;5.508266192325472;5.440996337890624;-397449.37909371365;-0.04453267513801551;0.6799683309913842;1.0012089720940422;0.43539972438349983;-0.04451208267545281;10
4116190;SNAKE;NEAR SHELLEY, ID;180;116;-9999;-9999;0.6778939691831845;0.37932239879273766;-19842844.2681821;-0.3881451130740712;-0.3199143137557353;0.9964062091988414;0.010296069329876062;-0.3881443518570904;2.708836020676389;2.465161963999132;-7980924.535951273;-0.3384769261205056;-0.005159781273100857;0.9983061616218722;0.21758946367238485;-0.3384751158723213;4.826328522112949;4.79778974609394;-2558561.9023840004;-0.2635087724078806;0.19286218878117553;1.0003880489680081;1.0725389173922122;-0.26350654285500896;6
4116200;PALOUSE;HOOPER, WA;120;83;-9999;-9999;12.4481476246365;12.421997680664106;-341105.2764512834;-0.5222644030197945;-0.1526700648436512;1.0263992825723374;0.006046423521596363;-0.5220354761242842;12.4481476246365;12.421997680664106;-341105.2764512834;-0.5222644030197945;-0.1526700648436512;1.0263992825723374;0.006046423521596363;-0.5220354761242842;12.4481476246365;12.421997680664106;-341105.2764512834;-0.5222644030197945;-0.1526700648436512;1.0263992825723374;0.006046423521596363;-0.5220354761242842;1
4116300;CLEARWATER;SPALDING, ID;132;86;-9999;-9999;0.9888017774535474;0.13249725341796648;-702827.8686033725;-0.9279503667999138;-0.6497328315718903;0.9531185396819276;6.571280189486167e-14;-0.9279503461841956;4.65599445157064;4.170376396244194;-265640.0453543567;-0.48460409736505944;-0.16350965173038745;0.9864338009696504;0.10842291027487902;-0.48443672568354756;18.094977856150017;18.061668701171925;-15780.395802891297;-0.21554040339597624;0.2779866006099023;1.0051327853973984;0.44653388989309734;-0.215391531736016;9
